page	section	item	key	field	en	ms	content_type	translatable	render	ms_status	en_chars	ms_chars	len_ratio	glossary_hits	draft	placeholder	correction	has_image	image_ref
services	items	5 · eip	services.items[5].key	key	eip	eip	non-copy	FALSE	js	identical	3	3	1.00		FALSE	FALSE		FALSE	
services	items	5 · eip	services.items[5].title	title	Individual Education Program (IEP) & Early Intervention Program (EIP)	Program Pendidikan Individu (IEP) & Program Intervensi Awal (EIP)	heading	TRUE	js	translated	69	65	0.94	Early Intervention;Early Intervention Program	FALSE	FALSE		FALSE	
services	items	5 · eip	services.items[5].icon	icon	eip	eip	non-copy	FALSE	js	identical	3	3	1.00		FALSE	FALSE		FALSE	
services	items	5 · eip	services.items[5].whatItIs	whatItIs	Pre-literacy — personalized programs geared towards emerging literacy. Involves stimulation of language as precursor to development of high intelligence as well as sensory stimulation to help develop, regain, and maintain the child's ability to be able to participate in everyday situations and/or activities, and adapt to different environments. Includes learning through play and introduces basic concepts such as colors, shapes, letters and numbers. Therapy-based group program conducted daily by our certified Occupational Therapist, Speech Therapist/Clinical Linguist as well as our Special Education Teacher. For older children, focused on reading, mathematics, writing, language according to the KSSR syllabus as well as the development of social skills and cognitive building.	Pra-literasi — program yang diperibadikan menjurus kepada literasi yang sedang muncul. Melibatkan stimulasi bahasa sebagai prakata untuk pembinaan kecerdasan tinggi serta stimulasi sensori untuk membantu membina, mendapatkan semula, dan mengekalkan keupayaan anak untuk turut serta dalam situasi dan/atau aktiviti harian, serta menyesuaikan diri dengan persekitaran yang berbeza. Termasuk pembelajaran melalui permainan dan memperkenalkan konsep asas seperti warna, bentuk, huruf dan nombor. Program berkumpulan berasaskan terapi yang dijalankan setiap hari oleh Ahli Terapi Carakerja, Ahli Terapi Pertuturan/Pakar Linguistik Klinikal serta Guru Pendidikan Khas kami yang bertauliah. Untuk anak yang lebih tua, tumpuan diberikan kepada bacaan, matematik, penulisan, bahasa mengikut sukatan KSSR serta pembinaan kemahiran sosial dan kognitif.	body	TRUE	js	translated	784	841	1.07	Special Education;Child;Children	FALSE	FALSE		FALSE	
services	items	5 · eip	services.items[5].whoItsFor	whoItsFor	The EIP program is ONLY for children ages 12 and below: 1. School readiness program — 6-12 years old. 2. Play group — 3-5 years old. For children with mild to moderate disorders — Global or Developmental Delay / Intellectual, AD/HD, Autism, Down Syndrome, Hearing Impairments, Dyspraxia, etc.	Program EIP HANYA untuk anak berumur 12 tahun dan ke bawah: 1. Program kesediaan sekolah — 6-12 tahun. 2. Kumpulan bermain — 3-5 tahun. Untuk anak dengan gangguan ringan hingga sederhana — Kelewatan Global atau Perkembangan / Intelek, AD/HD, Autisme, Sindrom Down, Hendap Pendengaran, Dispraksia, dll.	body	TRUE	js	translated	292	301	1.03	Child;Children	FALSE	FALSE		FALSE	
services	items	5 · eip	services.items[5].whatToExpect	whatToExpect	Morning session (4 hours) — school readiness. Afternoon session (2 hours) — play group. Stimulation of language as precursor for the development of high intelligence as well as sensory stimulation to help develop, regain and maintain the child's ability to be able to participate in everyday situations and/or activities and adapt to different environments.	Sesi pagi (4 jam) — kesediaan sekolah. Sesi petang (2 jam) — kumpulan bermain. Stimulasi bahasa sebagai prakata untuk pembinaan kecerdasan tinggi serta stimulasi sensori untuk membantu membina, mendapatkan semula dan mengekalkan keupayaan anak untuk turut serta dalam situasi dan/atau aktiviti harian serta menyesuaikan diri dengan persekitaran yang berbeza.	body	TRUE	js	translated	357	358	1.00	Session;Child	FALSE	FALSE		FALSE	
services	items	0	services.items[5].faqs[0].q	q	⟪PLACEHOLDER⟫ Lorem ipsum dolor sit amet?	⟪PLACEHOLDER⟫ Lorem ipsum dolor sit amet?	faq-q	TRUE	js	identical	41	41	1.00		FALSE	TRUE		FALSE	
services	items	0	services.items[5].faqs[0].a	a	⟪PLACEHOLDER⟫ Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.	⟪PLACEHOLDER⟫ Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.	faq-a	TRUE	js	identical	137	137	1.00		FALSE	TRUE		FALSE	
services	items	5 · eip	services.items[5].cta	cta	Enquire about Early Intervention	Tanyakan tentang Intervensi Awal	cta	TRUE	js	translated	32	32	1.00	Early Intervention	FALSE	FALSE		FALSE	
services	items	6 · psych	services.items[6].key	key	psych	psych	non-copy	FALSE	js	identical	5	5	1.00		FALSE	FALSE		FALSE	
services	items	6 · psych	services.items[6].title	title	Clinical Psychology	Psikologi Klinikal	heading	TRUE	js	translated	19	18	0.95	Clinical Psychology	FALSE	FALSE		FALSE	
services	items	6 · psych	services.items[6].icon	icon	psych	psych	non-copy	FALSE	js	identical	5	5	1.00		FALSE	FALSE		FALSE	
services	items	6 · psych	services.items[6].whatItIs	whatItIs	Clinical psychologists meet with clients to identify problems - emotional, mental, and behavioural - in their lives. Through observation, interviews, and tests, the psychologist will diagnose any existing or potential disorders. Then, together with the client, they formulate a program of treatment according to the client's needs. Psychologists monitor the client's progress on a regular basis to ensure that their needs are met by the course of action, and to adjust it necessary.	Ahli psikologi klinikal bertemu klien untuk mengenal pasti masalah — emosi, mental, dan tingkah laku — dalam hidup mereka. Melalui pemerhatian, temu bual, dan ujian, ahli psikologi akan mendiagnosis sebarang gangguan sedia ada atau berpotensi. Kemudian, bersama klien, mereka merumuskan satu program rawatan mengikut keperluan klien. Ahli psikologi memantau perkembangan klien secara berkala untuk memastikan keperluan mereka dipenuhi oleh tindakan yang diambil, dan menyesuaikannya jika perlu.	body	TRUE	js	translated	482	494	1.02	Necessary	FALSE	FALSE		FALSE	
services	items	6 · psych	services.items[6].whoItsFor	whoItsFor	Children and families noticing concerns in: Emotional Regulation (frequent tantrums, intense outbursts, difficulty calming down); Social Behaviour (difficulty making friends, responding to social cues, cooperative play); Routine and Transitions (struggles with changes in routine, activities, or new environments); Anxiety or Fear (excessive clinginess, separation anxiety, fearfulness); Aggressive or Withdrawn Behaviour (hitting, biting, persistent sadness, loss of interest, withdrawal).	Anak-anak dan keluarga yang mendapati kebimbangan dalam: Regulasi Emosi (kerap mengamuk, letusan emosi yang kuat, sukar menenangkan diri); Tingkah Laku Sosial (sukar berkawan, bertindak balas terhadap isyarat sosial, bermain secara kerjasama); Rutin dan Peralihan (bergelut dengan perubahan rutin, aktiviti, atau persekitaran baharu); Kebimbangan atau Ketakutan (terlalu bergantung, kebimbangan berpisah, sifat penakut); Tingkah Laku Agresif atau Menarik Diri (memukul, menggigit, kesedihan berterusan, kehilangan minat, menarik diri).	body	TRUE	js	translated	490	535	1.09	Child;Children;Families	FALSE	FALSE		FALSE	
services	items	6 · psych	services.items[6].whatToExpect	whatToExpect	⟪PLACEHOLDER⟫ Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.	⟪PLACEHOLDER⟫ Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.	body	TRUE	js	identical	137	137	1.00		FALSE	TRUE		FALSE	
services	items	0	services.items[6].faqs[0].q	q	⟪PLACEHOLDER⟫ Lorem ipsum dolor sit amet?	⟪PLACEHOLDER⟫ Lorem ipsum dolor sit amet?	faq-q	TRUE	js	identical	41	41	1.00		FALSE	TRUE		FALSE	
services	items	0	services.items[6].faqs[0].a	a	⟪PLACEHOLDER⟫ Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.	⟪PLACEHOLDER⟫ Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.	faq-a	TRUE	js	identical	137	137	1.00		FALSE	TRUE		FALSE	
services	items	6 · psych	services.items[6].cta	cta	Enquire about Clinical Psychology	Tanyakan tentang Psikologi Klinikal	cta	TRUE	js	translated	33	35	1.06	Clinical Psychology	FALSE	FALSE		FALSE	
services	programmes		services.programmes.heading	heading	Our Programmes	Program Kami	heading	TRUE	static	translated	14	12	0.86		FALSE	FALSE		FALSE	
services	programmes		services.programmes.intro	intro	Offers quick, consistent and personalized intervention services for typically developing children, children with special needs and school age children. Our integrated and multidisciplinary set up consists of therapists from the fields of: Occupational Therapy (OT), Speech, Language and Pathology (SLP), Special Education (SPED) — working harmoniously to provide programmes and services catered individually to your child's needs.	Menawarkan perkhidmatan intervensi yang pantas, konsisten dan diperibadikan untuk kanak-kanak yang berkembang secara tipikal, kanak-kanak berkeperluan khas dan kanak-kanak usia sekolah. Susunan bersepadu dan multidisiplin kami terdiri daripada ahli terapi dalam bidang: Terapi Carakerja (OT), Bahasa, Pertuturan dan Patologi (SLP), Pendidikan Khas (SPED) — bekerja secara harmoni untuk menyediakan program dan perkhidmatan yang disesuaikan secara individu mengikut keperluan anak anda.	body	TRUE	static	translated	430	485	1.13	Occupational Therapy;Special Education;Child;Children;School age	FALSE	FALSE		FALSE	
services	programmes	0 · Early Intervention Programme	services.programmes.items[0].title	title	Early Intervention Programme	Program Intervensi Awal	heading	TRUE	unresolved	translated	28	23	0.82	Early Intervention;Early Intervention Program	FALSE	FALSE		FALSE	
services	programmes	0 · Early Intervention Programme	services.programmes.items[0].body	body	Children with mild to moderate disorders — Global or Developmental Delay / Intellectual, AD/HD, Autism, Down Syndrome, Hearing Impairments, Dyspraxia, etc. Stimulation of language as precursor for the development of high intelligence as well as sensory stimulation to help develop, regain and maintain the child's ability to be able to participate in everyday situations and/or activities and adapt to different environments.	Anak dengan gangguan ringan hingga sederhana — Kelewatan Global atau Perkembangan / Intelek, AD/HD, Autisme, Sindrom Down, Hendap Pendengaran, Dispraksia, dll. Stimulasi bahasa sebagai prakata untuk pembinaan kecerdasan tinggi serta stimulasi sensori untuk membantu membina, mendapatkan semula dan mengekalkan keupayaan anak untuk turut serta dalam situasi dan/atau aktiviti harian serta menyesuaikan diri dengan persekitaran yang berbeza.	body	TRUE	unresolved	translated	425	439	1.03	Child;Children	FALSE	FALSE		FALSE	
services	programmes	1 · Individual Programme	services.programmes.items[1].title	title	Individual Programme	Program Individu	heading	TRUE	unresolved	translated	20	16	0.80		FALSE	FALSE		FALSE	
services	programmes	1 · Individual Programme	services.programmes.items[1].body	body	One-to-one sessions: Occupational Therapy, Speech Therapy and Learning Therapy. Occupational Therapy is required for every session to address children with sensory and attention issues. Session is based on availability.	Sesi satu-dengan-satu: Terapi Carakerja, Terapi Pertuturan dan Terapi Pembelajaran. Terapi Carakerja diperlukan untuk setiap sesi bagi menangani anak dengan isu sensori dan tumpuan. Sesi adalah berdasarkan ketersediaan.	body	TRUE	unresolved	translated	219	219	1.00	Occupational Therapy;Speech Therapy;Session;Child;Children	FALSE	FALSE		FALSE	
services	programmes	2 · Grouping Programme	services.programmes.items[2].title	title	Grouping Programme	Program Berkumpulan	heading	TRUE	unresolved	translated	18	19	1.06		FALSE	FALSE		FALSE	
services	programmes	2 · Grouping Programme	services.programmes.items[2].body	body	In a group of 5-6 children, 2 sessions per day on weekdays. Morning session (4 hours): Occupational Therapy, Speech Therapy, Pre-literacy, Pre-primary school preparation. Afternoon session (2 hours): Occupational Therapy, Speech Therapy, Play group and learning basic concepts.	Dalam kumpulan 5-6 anak, 2 sesi sehari pada hari bekerja. Sesi pagi (4 jam): Terapi Carakerja, Terapi Pertuturan, Pra-literasi, Persediaan pra-sekolah rendah. Sesi petang (2 jam): Terapi Carakerja, Terapi Pertuturan, Kumpulan bermain dan mempelajari konsep asas.	body	TRUE	unresolved	translated	277	262	0.95	Occupational Therapy;Speech Therapy;Session;Child;Children	FALSE	FALSE		FALSE	
services	programmes	3 · Other Programmes	services.programmes.items[3].title	title	Other Programmes	Program Lain	heading	TRUE	unresolved	translated	16	12	0.75		FALSE	FALSE		FALSE	
services	programmes	3 · Other Programmes	services.programmes.items[3].body	body	Parent coaching and Teacher training. Social skills groups (7-9 years old and 13-18 years old): developing social skills, learning interpersonal skills, facilitating understanding and empathy amongst peers. Fine Motor Group (3-8 years old): pre-writing skills, handwriting readiness, drawing — beginner, intermediate and advance level classes. Activities of Daily Living (ADL) group (adolescents). Sensory - Feeding Therapy. Vocational skills training (15 and above).	Bimbingan ibu bapa dan latihan guru. Kumpulan kemahiran sosial (7-9 tahun dan 13-18 tahun): membina kemahiran sosial, mempelajari kemahiran interpersonal, memupuk pemahaman dan empati sesama rakan sebaya. Kumpulan Motor Halus (3-8 tahun): kemahiran pra-menulis, kesediaan tulisan tangan, melukis — kelas peringkat permulaan, pertengahan dan lanjutan. Kumpulan Aktiviti Kehidupan Harian (ADL) (remaja). Terapi Sensori - Pemakanan. Latihan kemahiran vokasional (15 tahun dan ke atas).	body	TRUE	unresolved	translated	467	482	1.03	Parent	FALSE	FALSE		FALSE	
blog	locale		common.locale.blogNotice	blogNotice	Site navigation translates; blog articles remain in English.	Navigasi laman ini diterjemah; artikel blog kekal dalam Bahasa Inggeris.	microcopy	TRUE	static	translated	60	72	1.20		FALSE	FALSE		TRUE	assets/img/blog/year-end-promo/hero.webp
blog	hero		blog.hero.title	title	From the blog		heading	TRUE	static	en-only	13				FALSE	FALSE		FALSE	
blog	categories		blog.categories[0]	categories	All		list-item	TRUE	unresolved	en-only	3				FALSE	FALSE		FALSE	
blog	categories		blog.categories[1]	categories	Parenting		list-item	TRUE	unresolved	en-only	9			Parent	FALSE	FALSE		FALSE	
blog	categories		blog.categories[2]	categories	Development		list-item	TRUE	unresolved	en-only	11				FALSE	FALSE		FALSE	
blog	categories		blog.categories[3]	categories	Speech & Language		list-item	TRUE	unresolved	en-only	17				FALSE	FALSE		FALSE	
blog	categories		blog.categories[4]	categories	Occupational Therapy		list-item	TRUE	unresolved	en-only	20			Occupational Therapy	FALSE	FALSE		FALSE	
blog	categories		blog.categories[5]	categories	Career		list-item	TRUE	unresolved	en-only	6				FALSE	FALSE		FALSE	
blog	categories		blog.categories[6]	categories	Events		list-item	TRUE	unresolved	en-only	6				FALSE	FALSE		FALSE	
blog	categories		blog.categories[7]	categories	Notices		list-item	TRUE	unresolved	en-only	7				FALSE	FALSE		FALSE	
blog	categories		blog.categories[8]	categories	Promo		list-item	TRUE	unresolved	en-only	5				FALSE	FALSE		FALSE	
blog	posts	0 · year-end-promo-first-intake-deals	blog.posts[0].id	id	year-end-promo-first-intake-deals		non-copy	FALSE	js	en-only	33				FALSE	FALSE		TRUE	assets/img/blog/year-end-promo/hero.webp
